row_id,age,job,marital,education,balance,housing,loan,contact,month,campaign,pdays,previous,poutcome,y,y_binary,PreviouslyContacted,HasAnyLoan,BalanceGroup
8130,37,admin.,single,secondary,0,no,no,cellular,oct,1,-1,0,unknown,no,0,0,0,Negative
8131,39,management,married,tertiary,894,yes,no,cellular,apr,1,326,1,other,no,0,1,1,Low
8132,57,retired,married,secondary,1408,no,no,unknown,may,6,-1,0,unknown,no,0,0,0,Medium
8133,47,admin.,married,secondary,-245,yes,no,cellular,apr,1,-1,0,unknown,no,0,0,1,Negative
8134,33,management,married,tertiary,0,yes,no,telephone,may,7,-1,0,unknown,no,0,0,1,Negative
8135,31,blue-collar,married,primary,490,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Low
8136,31,admin.,single,tertiary,1583,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
8137,47,management,divorced,tertiary,428,yes,no,cellular,nov,1,167,1,other,no,0,1,1,Low
8138,34,admin.,single,secondary,557,no,no,cellular,nov,1,-1,0,unknown,yes,1,0,0,Low
8139,39,unemployed,married,primary,7372,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,High
8140,34,admin.,married,secondary,430,yes,no,cellular,jul,4,-1,0,unknown,no,0,0,1,Low
8141,38,services,married,primary,175,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,Low
8142,39,admin.,divorced,secondary,2903,yes,yes,telephone,jul,2,-1,0,unknown,no,0,0,1,Medium
8143,70,retired,married,secondary,2064,no,no,cellular,oct,1,-1,0,unknown,no,0,0,0,Medium
8144,35,admin.,married,secondary,-203,yes,no,cellular,jul,2,-1,0,unknown,yes,1,0,1,Negative
8145,42,blue-collar,married,secondary,597,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8146,32,technician,married,secondary,235,yes,no,telephone,aug,6,-1,0,unknown,no,0,0,1,Low
8147,41,blue-collar,married,unknown,225,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Low
8148,32,technician,single,tertiary,0,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Negative
8149,32,admin.,single,tertiary,-59,no,yes,unknown,jul,1,-1,0,unknown,no,0,0,1,Negative
8150,41,blue-collar,married,secondary,72,yes,no,cellular,may,3,312,3,failure,no,0,1,1,Low
8151,38,management,single,tertiary,-974,yes,no,unknown,may,3,-1,0,unknown,no,0,0,1,Negative
8152,46,admin.,married,secondary,556,yes,yes,unknown,may,3,-1,0,unknown,yes,1,0,1,Low
8153,59,self-employed,married,tertiary,593,no,no,unknown,may,2,-1,0,unknown,no,0,0,0,Low
8154,34,technician,divorced,secondary,-133,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Negative
8155,30,blue-collar,single,tertiary,297,no,no,cellular,apr,4,-1,0,unknown,yes,1,0,0,Low
8156,36,blue-collar,married,secondary,204,yes,no,cellular,apr,5,-1,0,unknown,no,0,0,1,Low
8157,40,admin.,married,secondary,0,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Negative
8158,42,technician,single,secondary,-1,no,no,cellular,jan,1,-1,0,unknown,no,0,0,0,Negative
8159,31,services,married,secondary,500,yes,no,unknown,jun,18,-1,0,unknown,no,0,0,1,Low
8160,43,technician,married,secondary,246,no,no,cellular,aug,6,-1,0,unknown,no,0,0,0,Low
8161,35,services,married,secondary,2672,no,no,unknown,jun,10,-1,0,unknown,no,0,0,0,Medium
8162,40,management,married,secondary,9047,yes,no,cellular,nov,1,95,2,other,no,0,1,1,High
8163,39,technician,married,tertiary,1524,no,no,cellular,apr,1,-1,0,unknown,yes,1,0,0,Medium
8164,49,blue-collar,married,primary,2356,no,yes,telephone,jul,2,-1,0,unknown,no,0,0,1,Medium
8165,34,self-employed,divorced,secondary,172,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,Low
8166,53,technician,married,tertiary,1405,yes,yes,cellular,jan,1,244,1,failure,no,0,1,1,Medium
8167,37,management,married,secondary,3175,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
8168,32,management,married,secondary,1215,yes,yes,cellular,feb,2,-1,0,unknown,no,0,0,1,Medium
8169,42,services,married,secondary,1545,yes,no,cellular,apr,3,323,3,failure,no,0,1,1,Medium
8170,26,entrepreneur,single,secondary,0,yes,no,unknown,may,10,-1,0,unknown,no,0,0,1,Negative
8171,39,admin.,divorced,secondary,-349,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Negative
8172,40,self-employed,married,secondary,167,yes,yes,cellular,may,4,295,1,failure,no,0,1,1,Low
8173,83,retired,married,tertiary,6236,no,no,cellular,oct,1,62,3,failure,no,0,1,0,High
8174,59,retired,married,secondary,319,yes,no,unknown,may,3,-1,0,unknown,no,0,0,1,Low
8175,33,technician,married,secondary,5083,no,no,cellular,oct,1,96,2,other,no,0,1,0,High
8176,35,blue-collar,married,secondary,2200,yes,no,cellular,apr,1,-1,0,unknown,no,0,0,1,Medium
8177,31,entrepreneur,married,tertiary,281,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Low
8178,45,blue-collar,single,tertiary,-243,no,yes,cellular,jul,2,-1,0,unknown,no,0,0,1,Negative
8179,43,blue-collar,married,primary,25,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,Low
8180,29,services,single,secondary,-308,no,no,cellular,jul,1,-1,0,unknown,no,0,0,0,Negative
8181,40,technician,single,secondary,2017,yes,no,cellular,jan,1,244,1,other,no,0,1,1,Medium
8182,55,blue-collar,married,unknown,196,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Low
8183,36,technician,married,tertiary,571,yes,yes,cellular,jul,3,-1,0,unknown,no,0,0,1,Low
8184,36,entrepreneur,married,primary,6317,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,High
8185,60,unemployed,married,secondary,1047,no,no,cellular,may,3,279,4,success,yes,1,1,0,Medium
8186,50,blue-collar,married,secondary,887,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,Low
8187,47,blue-collar,married,primary,1533,no,yes,cellular,nov,2,96,4,failure,no,0,1,1,Medium
8188,32,blue-collar,married,secondary,0,yes,yes,unknown,may,3,-1,0,unknown,no,0,0,1,Negative
8189,59,management,married,tertiary,1857,no,no,cellular,jan,1,168,4,failure,no,0,1,0,Medium
8190,51,retired,married,primary,229,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8191,50,admin.,divorced,secondary,237,no,yes,telephone,nov,1,-1,0,unknown,yes,1,0,1,Low
8192,43,blue-collar,single,secondary,9102,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,High
8193,50,technician,divorced,secondary,0,no,no,cellular,sep,1,120,2,failure,yes,1,1,0,Negative
8194,33,unemployed,married,tertiary,123,no,no,cellular,aug,3,-1,0,unknown,no,0,0,0,Low
8195,61,housemaid,married,unknown,0,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,Negative
8196,37,technician,married,secondary,3728,no,no,unknown,jun,4,-1,0,unknown,no,0,0,0,Medium
8197,41,entrepreneur,married,tertiary,340,yes,no,cellular,jul,2,-1,0,unknown,no,0,0,1,Low
8198,55,blue-collar,single,primary,1187,yes,no,cellular,apr,1,319,2,failure,no,0,1,1,Medium
8199,35,admin.,married,tertiary,318,yes,yes,cellular,oct,1,-1,0,unknown,no,0,0,1,Low
8200,58,management,married,tertiary,6711,no,no,cellular,jun,3,-1,0,unknown,no,0,0,0,High
8201,55,housemaid,divorced,unknown,1276,no,no,unknown,jun,12,-1,0,unknown,no,0,0,0,Medium
8202,61,management,married,tertiary,5157,no,no,cellular,mar,1,-1,0,unknown,no,0,0,0,High
8203,50,admin.,single,secondary,1651,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Medium
8204,27,admin.,married,secondary,-97,yes,no,unknown,jun,2,-1,0,unknown,yes,1,0,1,Negative
8205,48,management,divorced,tertiary,1669,yes,no,unknown,jun,1,-1,0,unknown,no,0,0,1,Medium
8206,43,blue-collar,married,primary,232,no,yes,cellular,may,1,-1,0,unknown,no,0,0,1,Low
8207,38,technician,single,secondary,227,no,no,cellular,aug,4,-1,0,unknown,no,0,0,0,Low
8208,33,technician,single,secondary,3499,yes,no,cellular,may,3,356,1,other,no,0,1,1,Medium
8209,43,management,married,tertiary,1451,yes,no,unknown,jun,12,-1,0,unknown,no,0,0,1,Medium
8210,36,services,married,secondary,-274,no,no,cellular,jul,1,-1,0,unknown,no,0,0,0,Negative
8211,39,services,married,secondary,8876,no,no,cellular,may,1,91,2,failure,no,0,1,0,High
8212,57,retired,married,secondary,1044,no,no,telephone,jul,1,182,3,success,yes,1,1,0,Medium
8213,23,student,single,secondary,234,yes,no,cellular,may,5,354,7,other,no,0,1,1,Low
8214,42,technician,married,secondary,300,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,Low
8215,32,management,married,tertiary,4945,no,no,cellular,jun,1,119,2,other,yes,1,1,0,Medium
8216,48,technician,married,secondary,340,yes,no,cellular,jan,2,-1,0,unknown,no,0,0,1,Low
8217,46,blue-collar,married,secondary,942,no,no,cellular,nov,3,119,2,failure,no,0,1,0,Low
8218,33,technician,married,tertiary,79,yes,yes,cellular,feb,8,-1,0,unknown,no,0,0,1,Low
8219,44,blue-collar,married,secondary,500,yes,no,cellular,may,2,304,2,failure,no,0,1,1,Low
8220,34,management,single,tertiary,26575,no,no,cellular,nov,1,-1,0,unknown,no,0,0,0,High
8221,42,technician,single,secondary,1977,no,no,cellular,jul,6,-1,0,unknown,no,0,0,0,Medium
8222,53,management,married,secondary,90,yes,no,telephone,apr,5,-1,0,unknown,no,0,0,1,Low
8223,34,technician,single,tertiary,1393,yes,no,cellular,apr,3,271,3,success,no,0,1,1,Medium
8224,36,blue-collar,divorced,primary,715,no,yes,cellular,jul,4,-1,0,unknown,no,0,0,1,Low
8225,21,technician,single,secondary,519,no,no,unknown,oct,1,-1,0,unknown,no,0,0,0,Low
8226,35,management,single,secondary,1031,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Medium
8227,36,blue-collar,married,primary,1244,yes,no,unknown,jun,1,-1,0,unknown,no,0,0,1,Medium
8228,38,blue-collar,married,secondary,376,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8229,40,management,married,tertiary,185,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Low
8230,58,unknown,married,primary,7369,no,no,telephone,jun,2,-1,0,unknown,no,0,0,0,High
8231,39,blue-collar,single,tertiary,48,no,no,cellular,jun,1,-1,0,unknown,yes,1,0,0,Low
8232,38,management,single,tertiary,889,no,no,unknown,may,4,-1,0,unknown,no,0,0,0,Low
8233,52,management,single,tertiary,2076,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
8234,32,management,divorced,tertiary,387,no,no,cellular,aug,4,-1,0,unknown,no,0,0,0,Low
8235,58,services,married,primary,374,no,yes,unknown,jul,2,-1,0,unknown,no,0,0,1,Low
8236,32,admin.,divorced,secondary,4,yes,no,cellular,apr,1,-1,0,unknown,no,0,0,1,Low
8237,32,services,married,secondary,509,yes,no,cellular,may,1,358,2,other,no,0,1,1,Low
8238,37,technician,married,secondary,987,yes,yes,cellular,may,2,-1,0,unknown,no,0,0,1,Low
8239,33,blue-collar,divorced,unknown,-274,yes,yes,cellular,apr,2,329,2,failure,yes,1,1,1,Negative
8240,37,technician,single,tertiary,197,no,no,cellular,nov,1,200,1,success,yes,1,1,0,Low
8241,25,services,married,secondary,4063,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
8242,43,admin.,married,secondary,817,yes,yes,cellular,nov,1,-1,0,unknown,no,0,0,1,Low
8243,28,management,single,tertiary,390,no,no,cellular,sep,1,232,4,success,yes,1,1,0,Low
8244,30,blue-collar,single,secondary,-390,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Negative
8245,47,blue-collar,married,secondary,1303,no,no,cellular,aug,3,-1,0,unknown,no,0,0,0,Medium
8246,47,management,married,tertiary,0,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Negative
8247,41,admin.,divorced,secondary,261,yes,no,cellular,jul,15,-1,0,unknown,no,0,0,1,Low
8248,39,management,married,primary,3760,no,yes,cellular,jul,1,-1,0,unknown,no,0,0,1,Medium
8249,33,services,single,tertiary,-104,no,yes,cellular,jul,2,-1,0,unknown,no,0,0,1,Negative
8250,48,technician,married,secondary,7,no,no,unknown,jun,7,-1,0,unknown,no,0,0,0,Low
8251,34,management,married,tertiary,415,no,yes,cellular,jul,2,-1,0,unknown,no,0,0,1,Low
8252,36,technician,divorced,secondary,433,no,no,cellular,aug,3,-1,0,unknown,no,0,0,0,Low
8253,41,admin.,divorced,secondary,762,yes,no,unknown,jun,4,-1,0,unknown,no,0,0,1,Low
8254,36,housemaid,single,secondary,1015,yes,no,cellular,may,1,347,2,success,yes,1,1,1,Medium
8255,37,management,married,tertiary,975,yes,yes,cellular,nov,9,-1,0,unknown,no,0,0,1,Low
8256,29,blue-collar,single,secondary,1958,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Medium
8257,56,management,married,tertiary,2925,no,no,cellular,aug,6,-1,0,unknown,no,0,0,0,Medium
8258,44,management,married,tertiary,13893,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,High
8259,54,technician,divorced,secondary,1904,yes,yes,unknown,may,3,-1,0,unknown,no,0,0,1,Medium
8260,29,blue-collar,married,primary,-235,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Negative
8261,28,management,single,tertiary,33,no,no,cellular,feb,7,-1,0,unknown,no,0,0,0,Low
8262,32,services,married,secondary,241,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8263,50,services,married,secondary,1687,no,no,cellular,aug,5,-1,0,unknown,no,0,0,0,Medium
8264,28,self-employed,single,tertiary,0,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Negative
8265,32,management,divorced,tertiary,5550,yes,no,cellular,aug,4,-1,0,unknown,no,0,0,1,High
8266,26,technician,single,secondary,252,no,no,cellular,jan,2,-1,0,unknown,no,0,0,0,Low
8267,31,blue-collar,married,secondary,1326,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Medium
8268,40,blue-collar,divorced,secondary,2540,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
8269,32,unemployed,single,unknown,4,no,no,cellular,feb,2,-1,0,unknown,no,0,0,0,Low
8270,43,entrepreneur,single,tertiary,0,yes,no,unknown,may,3,-1,0,unknown,no,0,0,1,Negative
8271,51,management,single,tertiary,2139,no,no,cellular,nov,2,-1,0,unknown,no,0,0,0,Medium
8272,64,retired,married,primary,5871,no,no,cellular,nov,1,-1,0,unknown,no,0,0,0,High
8273,29,student,single,secondary,209,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Low
8274,37,technician,married,secondary,1580,no,no,cellular,aug,12,-1,0,unknown,no,0,0,0,Medium
8275,26,services,single,secondary,3,no,yes,cellular,jul,4,-1,0,unknown,no,0,0,1,Low
8276,51,unemployed,married,secondary,3640,no,no,telephone,feb,6,-1,0,unknown,no,0,0,0,Medium
8277,31,blue-collar,single,secondary,1,no,yes,cellular,jul,1,-1,0,unknown,no,0,0,1,Low
8278,31,housemaid,married,secondary,14,no,no,cellular,nov,1,-1,0,unknown,no,0,0,0,Low
8279,51,entrepreneur,married,tertiary,267,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8280,57,entrepreneur,married,tertiary,1114,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,Medium
8281,68,retired,married,tertiary,2812,no,no,cellular,aug,4,181,3,success,yes,1,1,0,Medium
8282,59,retired,married,primary,4949,no,yes,unknown,jun,8,-1,0,unknown,no,0,0,1,Medium
8283,33,services,married,secondary,766,yes,no,cellular,jul,3,-1,0,unknown,no,0,0,1,Low
8284,33,blue-collar,married,primary,-542,yes,no,cellular,may,2,-1,0,unknown,no,0,0,1,Negative
8285,52,technician,divorced,secondary,643,yes,no,cellular,feb,1,-1,0,unknown,no,0,0,1,Low
8286,48,blue-collar,single,secondary,580,yes,no,unknown,jun,2,-1,0,unknown,no,0,0,1,Low
8287,34,blue-collar,married,secondary,1650,yes,yes,telephone,jul,11,-1,0,unknown,no,0,0,1,Medium
8288,52,blue-collar,divorced,primary,98,no,yes,telephone,jul,1,-1,0,unknown,no,0,0,1,Low
8289,36,student,single,tertiary,129,no,no,cellular,oct,1,-1,0,unknown,yes,1,0,0,Low
8290,63,retired,married,secondary,243,no,no,cellular,aug,1,-1,0,unknown,no,0,0,0,Low
8291,54,technician,married,secondary,1670,no,no,cellular,aug,7,-1,0,unknown,no,0,0,0,Medium
8292,39,technician,married,secondary,0,no,yes,unknown,jun,1,-1,0,unknown,no,0,0,1,Negative
8293,29,management,married,tertiary,4050,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
8294,33,management,single,tertiary,729,yes,yes,unknown,jun,5,-1,0,unknown,no,0,0,1,Low
8295,24,blue-collar,single,secondary,383,no,no,cellular,may,1,-1,0,unknown,no,0,0,0,Low
8296,43,admin.,married,primary,392,yes,yes,cellular,feb,1,208,2,failure,no,0,1,1,Low
8297,18,student,single,primary,1944,no,no,telephone,aug,3,-1,0,unknown,no,0,0,0,Medium
8298,53,management,married,primary,995,no,no,cellular,feb,3,-1,0,unknown,no,0,0,0,Low
8299,31,admin.,married,secondary,27,no,yes,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8300,29,blue-collar,married,secondary,-49,yes,yes,cellular,jul,1,-1,0,unknown,no,0,0,1,Negative
8301,44,technician,married,secondary,3444,no,no,cellular,aug,3,-1,0,unknown,no,0,0,0,Medium
8302,47,blue-collar,married,unknown,1044,yes,no,cellular,may,6,371,1,failure,no,0,1,1,Medium
8303,28,admin.,married,secondary,1595,no,no,unknown,sep,1,254,4,success,no,0,1,0,Medium
8304,57,technician,married,secondary,1158,no,no,unknown,nov,2,109,21,other,no,0,1,0,Medium
8305,41,blue-collar,married,secondary,475,yes,no,unknown,jun,3,-1,0,unknown,no,0,0,1,Low
8306,31,management,single,tertiary,0,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Negative
8307,26,entrepreneur,single,secondary,265,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8308,52,blue-collar,married,secondary,6933,no,no,cellular,nov,2,-1,0,unknown,no,0,0,0,High
8309,51,self-employed,married,secondary,-201,no,yes,cellular,jul,2,-1,0,unknown,no,0,0,1,Negative
8310,39,housemaid,married,secondary,-146,yes,yes,cellular,aug,2,-1,0,unknown,no,0,0,1,Negative
8311,39,housemaid,divorced,secondary,70,no,no,cellular,jun,2,128,8,success,no,0,1,0,Low
8312,36,services,married,secondary,52,yes,no,cellular,sep,1,95,6,success,yes,1,1,1,Low
8313,43,management,single,tertiary,359,yes,no,telephone,may,3,-1,0,unknown,no,0,0,1,Low
8314,58,retired,married,secondary,1067,no,no,telephone,jul,1,-1,0,unknown,no,0,0,0,Medium
8315,49,management,married,tertiary,561,no,no,cellular,jun,1,-1,0,unknown,yes,1,0,0,Low
8316,35,blue-collar,married,secondary,314,yes,no,unknown,jun,1,-1,0,unknown,no,0,0,1,Low
8317,56,blue-collar,married,primary,197,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,Low
8318,47,technician,married,secondary,44,no,no,unknown,jun,3,-1,0,unknown,no,0,0,0,Low
8319,28,technician,single,secondary,113,no,no,cellular,aug,3,105,1,failure,yes,1,1,0,Low
8320,43,admin.,single,secondary,277,yes,no,cellular,may,2,363,1,failure,no,0,1,1,Low
8321,35,blue-collar,divorced,primary,37,no,yes,cellular,jul,7,-1,0,unknown,no,0,0,1,Low
8322,59,management,married,unknown,8674,no,no,cellular,mar,1,-1,0,unknown,no,0,0,0,High
8323,38,blue-collar,single,unknown,573,yes,no,unknown,may,7,-1,0,unknown,no,0,0,1,Low
8324,54,management,divorced,tertiary,22,no,yes,cellular,jul,3,-1,0,unknown,no,0,0,1,Low
8325,37,housemaid,married,primary,166,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Low
8326,54,management,married,tertiary,0,no,no,cellular,aug,7,-1,0,unknown,no,0,0,0,Negative
8327,37,management,married,tertiary,657,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,Low
8328,42,blue-collar,married,secondary,476,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8329,44,blue-collar,married,primary,612,yes,yes,cellular,apr,1,135,1,failure,no,0,1,1,Low
8330,35,blue-collar,divorced,primary,1077,yes,no,cellular,may,6,-1,0,unknown,no,0,0,1,Medium
8331,30,blue-collar,married,secondary,554,yes,no,cellular,jan,1,-1,0,unknown,no,0,0,1,Low
8332,51,services,married,secondary,144,no,yes,unknown,jun,2,-1,0,unknown,no,0,0,1,Low
8333,30,management,single,tertiary,3773,yes,no,cellular,feb,4,258,1,failure,no,0,1,1,Medium
8334,55,blue-collar,married,primary,119,no,no,cellular,jan,1,-1,0,unknown,no,0,0,0,Low
8335,41,technician,married,secondary,6171,no,no,cellular,aug,5,-1,0,unknown,no,0,0,0,High
8336,56,management,single,secondary,237,yes,no,telephone,jul,4,-1,0,unknown,no,0,0,1,Low
8337,31,technician,married,secondary,503,no,no,cellular,nov,1,-1,0,unknown,no,0,0,0,Low
8338,30,admin.,married,secondary,695,yes,no,cellular,apr,2,-1,0,unknown,no,0,0,1,Low
8339,48,blue-collar,married,secondary,1631,yes,no,unknown,may,5,-1,0,unknown,no,0,0,1,Medium
8340,42,management,single,tertiary,0,yes,yes,unknown,may,2,-1,0,unknown,yes,1,0,1,Negative
8341,32,technician,single,secondary,483,yes,yes,cellular,may,6,-1,0,unknown,no,0,0,1,Low
8342,31,admin.,single,secondary,0,yes,no,unknown,may,4,-1,0,unknown,no,0,0,1,Negative
8343,27,technician,single,tertiary,-152,yes,yes,cellular,jan,2,-1,0,unknown,no,0,0,1,Negative
8344,30,technician,married,secondary,817,yes,no,cellular,nov,3,91,4,failure,no,0,1,1,Low
8345,30,services,single,secondary,-143,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Negative
8346,49,blue-collar,married,secondary,171,no,no,cellular,feb,3,175,2,other,no,0,1,0,Low
8347,33,technician,married,tertiary,2728,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Medium
8348,58,retired,married,unknown,9004,no,no,cellular,jul,4,-1,0,unknown,yes,1,0,0,High
8349,47,admin.,married,tertiary,1979,no,no,cellular,aug,6,-1,0,unknown,no,0,0,0,Medium
8350,55,retired,married,secondary,393,no,yes,cellular,may,1,-1,0,unknown,no,0,0,1,Low
8351,38,technician,married,primary,217,yes,no,unknown,jun,6,-1,0,unknown,yes,1,0,1,Low
8352,46,admin.,married,secondary,1934,no,yes,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
8353,44,services,married,secondary,26,yes,no,unknown,jun,9,-1,0,unknown,no,0,0,1,Low
8354,46,blue-collar,single,secondary,0,no,no,unknown,may,10,-1,0,unknown,no,0,0,0,Negative
8355,35,management,married,tertiary,495,no,no,cellular,feb,1,-1,0,unknown,no,0,0,0,Low
8356,29,technician,married,tertiary,-14,no,no,cellular,jul,2,-1,0,unknown,no,0,0,0,Negative
8357,32,blue-collar,married,secondary,472,yes,no,cellular,apr,2,342,2,failure,no,0,1,1,Low
8358,28,blue-collar,divorced,primary,319,yes,no,cellular,jul,2,-1,0,unknown,no,0,0,1,Low
8359,47,entrepreneur,married,unknown,0,yes,no,cellular,may,8,339,6,other,no,0,1,1,Negative
8360,72,retired,married,tertiary,0,no,no,cellular,feb,1,-1,0,unknown,yes,1,0,0,Negative
8361,46,blue-collar,married,primary,248,no,yes,cellular,aug,2,-1,0,unknown,no,0,0,1,Low
8362,51,services,married,secondary,-709,yes,yes,telephone,jul,1,-1,0,unknown,no,0,0,1,Negative
8363,36,technician,married,secondary,196,yes,no,cellular,aug,2,-1,0,unknown,no,0,0,1,Low
8364,41,blue-collar,married,primary,13,yes,no,cellular,may,2,306,1,failure,no,0,1,1,Low
8365,37,technician,married,secondary,1345,yes,no,cellular,may,6,169,4,failure,no,0,1,1,Medium
8366,35,management,single,tertiary,478,yes,no,cellular,may,1,265,2,failure,no,0,1,1,Low
8367,48,management,married,primary,5348,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,High
8368,49,blue-collar,married,secondary,1060,no,yes,cellular,jul,6,-1,0,unknown,no,0,0,1,Medium
8369,49,admin.,divorced,secondary,190,yes,no,cellular,apr,1,-1,0,unknown,no,0,0,1,Low
8370,45,student,single,unknown,1527,no,no,cellular,mar,1,-1,0,unknown,yes,1,0,0,Medium
8371,37,technician,married,secondary,1120,yes,no,unknown,may,5,-1,0,unknown,no,0,0,1,Medium
8372,58,retired,married,secondary,801,no,no,cellular,apr,1,85,1,other,no,0,1,0,Low
8373,57,management,divorced,unknown,0,no,no,unknown,may,1,-1,0,unknown,no,0,0,0,Negative
8374,26,blue-collar,divorced,secondary,0,yes,no,unknown,may,3,-1,0,unknown,no,0,0,1,Negative
8375,41,blue-collar,divorced,primary,1887,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,Medium
8376,54,housemaid,married,secondary,0,no,yes,cellular,jul,1,-1,0,unknown,no,0,0,1,Negative
8377,57,technician,married,tertiary,27069,no,yes,unknown,jun,3,-1,0,unknown,no,0,0,1,High
8378,57,management,married,tertiary,1218,yes,no,cellular,jul,6,-1,0,unknown,no,0,0,1,Medium
8379,55,blue-collar,married,secondary,-157,no,no,cellular,feb,5,-1,0,unknown,no,0,0,0,Negative
8380,41,management,married,tertiary,0,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Negative
8381,43,unemployed,married,secondary,775,no,no,cellular,dec,1,124,2,failure,no,0,1,0,Low
8382,48,management,married,secondary,36686,no,no,cellular,apr,1,-1,0,unknown,no,0,0,0,High
8383,27,student,single,secondary,298,yes,no,unknown,jun,1,-1,0,unknown,no,0,0,1,Low
8384,59,management,married,tertiary,1881,no,no,cellular,nov,2,-1,0,unknown,no,0,0,0,Medium
8385,35,blue-collar,divorced,secondary,286,yes,no,cellular,may,1,365,4,other,no,0,1,1,Low
8386,33,services,married,secondary,210,yes,yes,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8387,38,management,married,tertiary,126,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Low
8388,36,blue-collar,married,primary,2040,yes,no,cellular,may,2,-1,0,unknown,no,0,0,1,Medium
8389,30,admin.,single,tertiary,0,yes,no,cellular,may,3,-1,0,unknown,no,0,0,1,Negative
8390,25,management,single,tertiary,2305,no,no,cellular,feb,1,-1,0,unknown,no,0,0,0,Medium
8391,30,services,married,tertiary,6,yes,no,cellular,may,2,342,2,failure,no,0,1,1,Low
8392,41,blue-collar,married,primary,293,yes,yes,cellular,may,1,-1,0,unknown,no,0,0,1,Low
8393,48,admin.,married,secondary,5,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Low
8394,39,management,married,primary,551,no,yes,cellular,jul,5,-1,0,unknown,no,0,0,1,Low
8395,37,services,married,secondary,-1006,yes,yes,cellular,apr,2,-1,0,unknown,no,0,0,1,Negative
8396,35,services,married,secondary,59,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
8397,58,technician,married,secondary,673,no,no,telephone,jul,4,-1,0,unknown,no,0,0,0,Low
8398,42,services,married,secondary,2145,no,no,cellular,nov,3,-1,0,unknown,no,0,0,0,Medium
8399,32,management,married,tertiary,422,yes,no,cellular,feb,5,-1,0,unknown,no,0,0,1,Low
8400,38,admin.,divorced,secondary,407,yes,yes,cellular,aug,1,-1,0,unknown,no,0,0,1,Low
8401,42,management,married,primary,860,yes,no,unknown,may,3,-1,0,unknown,no,0,0,1,Low
8402,40,management,married,tertiary,16,no,yes,cellular,feb,4,-1,0,unknown,no,0,0,1,Low
